Estacion,Fecha inicial,Fecha final,PM10
CAM NORTE,2011 Aug 06 12:00:00 AM,,"22,76785714"
CAM NORTE,2011 Aug 04 12:00:00 AM,,"46,92982456"
CAM NORTE,2011 Aug 02 12:00:00 AM,,"45,13274336"
CAM NORTE,2011 Jul 31 12:00:00 AM,,"17,46724891"
CAM NORTE,2011 Jul 29 12:00:00 AM,,"31,44104803"
CAM NORTE,2011 Jul 27 12:00:00 AM,,"26,43171806"
CAM NORTE,2011 Jul 25 12:00:00 AM,,"19,38325991"
CAM NORTE,2011 Jul 23 12:00:00 AM,,"18,85964912"
CAM NORTE,2011 Jul 21 12:00:00 AM,,"28,1938326"
CAM NORTE,2011 Jul 19 12:00:00 AM,,"18,06167401"
CAM NORTE,2011 Jul 17 12:00:00 AM,,"23,68421053"
CAM NORTE,2011 Jul 15 12:00:00 AM,,"12,71929825"
CAM NORTE,2011 Jul 13 12:00:00 AM,,"21,83406114"
CAM NORTE,2011 Jul 11 12:00:00 AM,,"14,9122807"
CAM NORTE,2011 Jul 09 12:00:00 AM,,"41,40969163"
CAM NORTE,2011 Jul 07 12:00:00 AM,,"27,63157895"
CAM NORTE,2011 Jul 05 12:00:00 AM,,"22,80701754"
CAM NORTE,2011 Jul 03 12:00:00 AM,,"28,50877193"
CAM NORTE,2011 Jul 01 12:00:00 AM,,"32,89473684"
CAM NORTE,2011 Jun 29 12:00:00 AM,,43
CAM NORTE,2011 Jun 27 12:00:00 AM,,10
CAM NORTE,2011 Jun 25 12:00:00 AM,,22
CAM NORTE,2011 Jun 23 12:00:00 AM,,23
CAM NORTE,2011 Jun 21 12:00:00 AM,,31
CAM NORTE,2011 Jun 19 12:00:00 AM,,23
CAM NORTE,2011 Jun 17 12:00:00 AM,,47
CAM NORTE,2011 Jun 15 12:00:00 AM,,19
CAM NORTE,2011 Jun 13 12:00:00 AM,,12
CAM NORTE,2011 Jun 11 12:00:00 AM,,10
CAM NORTE,2011 Jun 09 12:00:00 AM,,42
CAM NORTE,2011 Jun 07 12:00:00 AM,,19
CAM NORTE,2011 Jun 05 12:00:00 AM,,34
CAM NORTE,2011 Jun 03 12:00:00 AM,,8
CAM NORTE,2011 Jun 01 12:00:00 AM,,38
CAM NORTE,2011 May 30 12:00:00 AM,,8
CAM NORTE,2011 May 28 12:00:00 AM,,16
CAM NORTE,2011 May 26 12:00:00 AM,,13
CAM NORTE,2011 May 24 12:00:00 AM,,31
CAM NORTE,2011 May 20 12:00:00 AM,,34
CAM NORTE,2011 May 18 12:00:00 AM,,20
CAM NORTE,2011 May 16 12:00:00 AM,,17
CAM NORTE,2011 May 13 12:00:00 AM,,27
CAM NORTE,2011 May 08 12:00:00 AM,,16
CAM NORTE,2011 May 04 12:00:00 AM,,9
CAM NORTE,2011 Mar 05 12:00:00 AM,,11
CAM NORTE,2011 Mar 03 12:00:00 AM,,65
CAM NORTE,2011 Mar 01 12:00:00 AM,,38
CAM NORTE,2011 Feb 26 12:00:00 AM,,13
CAM NORTE,2011 Feb 23 12:00:00 AM,,30
CAM NORTE,2011 Feb 20 12:00:00 AM,,76
CAM NORTE,2011 Feb 17 12:00:00 AM,,12
CAM NORTE,2011 Feb 14 12:00:00 AM,,53
CAM NORTE,2011 Feb 11 12:00:00 AM,,35
CAM NORTE,2011 Feb 08 12:00:00 AM,,41
CAM NORTE,2011 Feb 05 12:00:00 AM,,34
CAM NORTE,2010 Dec 31 12:00:00 AM,,34
CAM NORTE,2010 Dec 28 12:00:00 AM,,54
CAM NORTE,2010 Dec 25 12:00:00 AM,,24
CAM NORTE,2010 Dec 22 12:00:00 AM,,24
CAM NORTE,2010 Dec 19 12:00:00 AM,,28
CAM NORTE,2010 Dec 16 12:00:00 AM,,85
CAM NORTE,2010 Dec 13 12:00:00 AM,,29
CAM NORTE,2010 Dec 10 12:00:00 AM,,26
CAM NORTE,2010 Dec 07 12:00:00 AM,,27
CAM NORTE,2010 Dec 04 12:00:00 AM,,38
CAM NORTE,2010 Dec 01 12:00:00 AM,,27
CAM NORTE,2010 Nov 29 12:00:00 AM,,22
CAM NORTE,2010 Nov 27 12:00:00 AM,,19
CAM NORTE,2010 Nov 25 12:00:00 AM,,28
CAM NORTE,2010 Nov 23 12:00:00 AM,,37
CAM NORTE,2010 Nov 21 12:00:00 AM,,33
CAM NORTE,2010 Nov 19 12:00:00 AM,,10
CAM NORTE,2010 Nov 15 12:00:00 AM,,16
CAM NORTE,2010 Nov 12 12:00:00 AM,,39
CAM NORTE,2010 Nov 09 12:00:00 AM,,23
CAM NORTE,2010 Nov 06 12:00:00 AM,,75
CAM NORTE,2010 Nov 03 12:00:00 AM,,11
CAM NORTE,2010 Oct 29 12:00:00 AM,,14
CAM NORTE,2010 Oct 28 12:00:00 AM,,16
CAM NORTE,2010 Oct 26 12:00:00 AM,,23
CAM NORTE,2010 Oct 25 12:00:00 AM,,19
